"name","Rk","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Gls","Ast","G.A","G.PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG.xAG","PrgC","PrgP","PrgR","G.A.PK","xG.xAG","Rk_stats_shooting","Nation_stats_shooting","Pos_stats_shooting","Comp_stats_shooting","Age_stats_shooting","Born_stats_shooting","X90s_stats_shooting","Gls_stats_shooting","Sh","SoT","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","PK_stats_shooting","PKatt_stats_shooting","xG_stats_shooting","npxG_stats_shooting","npxG.Sh","G.xG","np.G.xG","Rk_stats_passing","Nation_stats_passing","Pos_stats_passing","Comp_stats_passing","Age_stats_passing","Born_stats_passing","X90s_stats_passing","Cmp","Att","Cmp.","TotDist","PrgDist","Ast_stats_passing","xAG_stats_passing","xA","A.xAG","KP","X1.3","PPA","CrsPA","PrgP_stats_passing","Rk_stats_passing_types","Nation_stats_passing_types","Pos_stats_passing_types","Comp_stats_passing_types","Age_stats_passing_types","Born_stats_passing_types","X90s_stats_passing_types","Att_stats_passing_types","Live","Dead","FK_stats_passing_types","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp_stats_passing_types","Off","Blocks","Rk_stats_gca","Nation_stats_gca","Pos_stats_gca","Comp_stats_gca","Age_stats_gca","Born_stats_gca","X90s_stats_gca","SCA","SCA90","PassLive","PassDead","TO","Sh_stats_gca","Fld","Def","GCA","GCA90","Rk_stats_defense","Nation_stats_defense","Pos_stats_defense","Comp_stats_defense","Age_stats_defense","Born_stats_defense","X90s_stats_defense","Tkl","TklW","Def.3rd","Mid.3rd","Att.3rd","Att_stats_defense","Tkl.","Lost","Blocks_stats_defense","Sh_stats_defense","Pass","Int","Tkl.Int","Clr","Err","Rk_stats_possession","Nation_stats_possession","Pos_stats_possession","Comp_stats_possession","Age_stats_possession","Born_stats_possession","X90s_stats_possession","Touches","Def.Pen","Def.3rd_stats_possession","Mid.3rd_stats_possession","Att.3rd_stats_possession","Att.Pen","Live_stats_possession","Att_stats_possession","Succ","Succ.","Tkld","Tkld.","Carries","TotDist_stats_possession","PrgDist_stats_possession","PrgC_stats_possession","X1.3_stats_possession","CPA","Mis","Dis","Rec","PrgR_stats_possession","Rk_stats_playing_time","Nation_stats_playing_time","Pos_stats_playing_time","Comp_stats_playing_time","Age_stats_playing_time","Born_stats_playing_time","MP_stats_playing_time","Min_stats_playing_time","Mn.MP","Min.","X90s_stats_playing_time","Starts_stats_playing_time","Mn.Start","Compl","Subs","Mn.Sub","unSub","PPM","onG","onGA","X...","X...90","On.Off","onxG","onxGA","xG...","xG...90","Rk_stats_misc","Nation_stats_misc","Pos_stats_misc","Comp_stats_misc","Age_stats_misc","Born_stats_misc","X90s_stats_misc","CrdY_stats_misc","CrdR_stats_misc","X2CrdY","Fls","Fld_stats_misc","Off_stats_misc","Crs_stats_misc","Int_stats_misc","TklW_stats_misc","PKwon","PKcon","OG","Recov","Won","Lost_stats_misc","Won.","Rk_stats_keeper","Nation_stats_keeper","Pos_stats_keeper","Comp_stats_keeper","Age_stats_keeper","Born_stats_keeper","MP_stats_keeper","Starts_stats_keeper","Min_stats_keeper","X90s_stats_keeper","GA","GA90","SoTA","Saves","Save.","W","D","L","CS","CS.","PKatt_stats_keeper","PKA","PKsv","PKm","Rk_stats_keeper_adv","Nation_stats_keeper_adv","Pos_stats_keeper_adv","Comp_stats_keeper_adv","Age_stats_keeper_adv","Born_stats_keeper_adv","X90s_stats_keeper_adv","GA_stats_keeper_adv","PKA_stats_keeper_adv","FK_stats_keeper_adv","CK_stats_keeper_adv","OG_stats_keeper_adv","PSxG","PSxG.SoT","PSxG...","X.90","Cmp_stats_keeper_adv","Att_stats_keeper_adv","Cmp._stats_keeper_adv","Att..GK.","Thr","Launch.","AvgLen","Opp","Stp","Stp.","X.OPA","X.OPA.90","AvgDist","player_id","player_slug","player_name","player_image_url","name_in_home_country","date_of_birth","place_of_birth","country_of_birth","height","citizenship","is_eu","position","main_position","foot","current_club_id","current_club_name","joined","contract_expires","outfitter","social_media_url","player_agent_id","player_agent_name","contract_option","date_of_last_contract_extension","on_loan_from_club_id","on_loan_from_club_name","contract_there_expires","second_club_url","second_club_name","third_club_url","third_club_name","fourth_club_url","fourth_club_name","date_of_death","date_unix","value","date"
"Yehvann Diouf",744,"sn SEN","GK","Reims","fr Ligue 1",24,1999,34,34,3060,34,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,0,0,0,744,"sn SEN","GK","fr Ligue 1",24,1999,34,0,1,1,100,0.03,0.03,0,0,11.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,744,"sn SEN","GK","fr Ligue 1",24,1999,34,848,1219,69.6,23052,16792,0,0,0,0,0,12,0,0,1,744,"sn SEN","GK","fr Ligue 1",24,1999,34,1219,874,339,119,0,2,0,0,0,0,0,0,848,6,1,744,"sn SEN","GK","fr Ligue 1",24,1999,34,7,0.21,6,1,0,0,0,0,0,0,744,"sn SEN","GK","fr Ligue 1",24,1999,34,2,1,2,0,0,3,33.3,2,0,0,0,1,3,22,4,744,"sn SEN","GK","fr Ligue 1",24,1999,34,1324,1062,1304,19,1,1,1324,2,2,100,0,0,684,3495,2108,0,0,0,2,0,575,0,924,"sn SEN","GK","fr Ligue 1",24,1999,34,3060,90,100,34,34,90,34,0,NA,0,0.97,33,47,-14,-0.41,NA,37.4,57.4,-19.9,-0.59,744,"sn SEN","GK","fr Ligue 1",24,1999,34,1,0,0,0,3,0,0,1,1,0,0,0,45,6,0,100,38,"sn SEN","GK","fr Ligue 1",24,1999,34,34,3060,34,47,1.38,179,131,76,8,9,17,7,20.6,5,4,1,0,38,"sn SEN","GK","fr Ligue 1",24,1999,34,47,4,1,8,0,61.6,0.33,14.6,0.43,154,477,32.3,993,153,34.4,33.3,554,31,5.6,42,1.24,14.6,448632,"yehvann-diouf","Yehvann Diouf (448632)","https://img.a.transfermarkt.technology/portrait/header/448632-1756822717.jpg","Yehvann Djibril Victor Diouf","1999-11-16","Montreuil-sous-Bois","Senegal",188,"Senegal  France","True","Goalkeeper","Goalkeeper","right",417,"OGC Nice","2025-07-03","2030-06-30","","http://www.instagram.com/yehvann/",4961,"FAIR SPORT MNG","","",NA,"","","","","","","","","","2025-06-02",1.2e+07,2025-06-02
"Yassine Kechta",1333,"ma MAR","MF","Le Havre","fr Ligue 1",22,2002,31,25,2096,23.3,2,0,2,2,0,0,4,0,2.5,2.5,1.2,3.7,44,97,85,0.09,0.16,1333,"ma MAR","MF,FW","fr Ligue 1",22,2002,23.3,2,29,9,31,1.25,0.39,0.07,0.22,25.7,2,0,0,2.5,2.5,0.09,-0.5,-0.5,1333,"ma MAR","MF,FW","fr Ligue 1",22,2002,23.3,599,756,79.2,10281,3000,0,1.2,1.4,-1.2,15,60,18,5,97,1333,"ma MAR","MF,FW","fr Ligue 1",22,2002,23.3,756,705,45,9,2,8,36,3,11,10,1,0,599,6,15,1333,"ma MAR","MF,FW","fr Ligue 1",22,2002,23.3,48,2.06,27,2,3,3,10,3,4,0.17,1333,"ma MAR","MF,FW","fr Ligue 1",22,2002,23.3,60,36,32,21,7,78,42.3,45,25,2,23,26,86,32,2,1333,"ma MAR","MF,FW","fr Ligue 1",22,2002,23.3,1014,29,220,544,275,27,1014,35,13,37.1,18,51.4,533,3304,1695,44,33,4,35,24,627,85,1650,"ma MAR","MF,FW","fr Ligue 1",22,2002,31,2096,68,68.5,23.3,25,79,4,6,19,2,1,26,42,-16,-0.69,0.71,27.6,37.2,-9.6,-0.41,1333,"ma MAR","MF,FW","fr Ligue 1",22,2002,23.3,4,0,0,42,33,4,36,26,36,1,0,0,113,10,27,27,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667967,"yassine-kechta","Yassine Kechta (667967)","https://img.a.transfermarkt.technology/portrait/header/667967-1675949617.jpg","ياسين قشطة","2002-02-25","Paris","Morocco",174,"Morocco  France","True","Midfield - Central Midfield","Midfield","left",738,"Le Havre AC","2022-07-01","2026-06-30","","",3811,"P.P.M.","","2023-08-04",NA,"","","","","","","","","","2025-06-02",5e+06,2025-06-02
"Yassin Belkhdim",282,"fr FRA","MF","Angers","fr Ligue 1",22,2002,29,16,1523,16.9,1,1,2,1,0,0,4,0,0.8,0.8,0.6,1.4,17,37,31,0.12,0.08,282,"fr FRA","MF","fr Ligue 1",22,2002,16.9,1,9,5,55.6,0.53,0.3,0.11,0.2,17.3,0,0,0,0.8,0.8,0.09,0.2,0.2,282,"fr FRA","MF","fr Ligue 1",22,2002,16.9,394,487,80.9,5963,1404,1,0.6,0.5,0.4,5,27,3,1,37,282,"fr FRA","MF","fr Ligue 1",22,2002,16.9,487,484,3,2,1,4,16,1,0,0,0,0,394,0,17,282,"fr FRA","MF","fr Ligue 1",22,2002,16.9,12,0.71,10,0,0,2,0,0,1,0.06,282,"fr FRA","MF","fr Ligue 1",22,2002,16.9,53,27,26,21,6,58,46.6,31,23,6,17,21,74,41,1,282,"fr FRA","MF","fr Ligue 1",22,2002,16.9,702,46,236,347,130,18,702,15,2,13.3,12,80,343,1717,728,17,7,2,31,14,403,31,345,"fr FRA","MF","fr Ligue 1",22,2002,29,1523,53,49.8,16.9,16,78,6,13,21,4,1,16,26,-10,-0.59,0.05,16.7,27.9,-11.2,-0.66,282,"fr FRA","MF","fr Ligue 1",22,2002,16.9,4,0,0,28,15,2,16,21,27,0,0,0,74,5,15,25,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807688,"yassin-belkhdim","Yassin Belkhdim (807688)","https://img.a.transfermarkt.technology/portrait/header/807688-1750956388.png","ياسين بلخديم","2002-02-14","Meulan-en-Yvelines","Morocco",175,"Morocco  France","True","Midfield - Central Midfield","Midfield","right",1420,"Angers SCO","2024-01-01","2028-06-30","","http://instagram.com/y.belkhdim14",10988,"4 THE PLAYER ...","","2025-06-19",NA,"","","","","","","","","","2025-06-02",1e+06,2025-06-02
"Yann Gboho",986,"fr FRA","MF","Toulouse","fr Ligue 1",23,2001,31,27,2333,25.9,5,4,9,5,0,0,2,0,5.4,5.4,3.5,8.9,116,103,189,0.35,0.35,986,"fr FRA","MF,FW","fr Ligue 1",23,2001,25.9,5,50,26,52,1.93,1,0.1,0.19,15.8,0,0,0,5.4,5.4,0.11,-0.4,-0.4,986,"fr FRA","MF,FW","fr Ligue 1",23,2001,25.9,478,644,74.2,6718,2050,4,3.5,4.1,0.5,30,53,28,0,103,986,"fr FRA","MF,FW","fr Ligue 1",23,2001,25.9,644,633,6,2,7,1,26,0,0,0,0,0,478,5,33,986,"fr FRA","MF,FW","fr Ligue 1",23,2001,25.9,87,3.36,63,0,12,5,6,1,7,0.27,986,"fr FRA","MF,FW","fr Ligue 1",23,2001,25.9,31,18,7,15,9,35,40,21,20,0,20,6,37,4,1,986,"fr FRA","MF,FW","fr Ligue 1",23,2001,25.9,953,5,84,402,494,124,953,122,50,41,66,54.1,690,4979,2956,116,74,37,66,50,709,189,1222,"fr FRA","MF,FW","fr Ligue 1",23,2001,31,2333,75,76.2,25.9,27,83,14,4,25,0,1.23,31,33,-2,-0.08,-0.45,36.6,25.4,11.1,0.43,986,"fr FRA","MF,FW","fr Ligue 1",23,2001,25.9,2,0,0,16,61,2,26,6,18,1,0,0,107,5,27,15.6,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463613,"yann-gboho","Yann Gboho (463613)","https://img.a.transfermarkt.technology/portrait/header/463613-1672485001.jpg","Yann-Alexandre Gboho Gnantin","2001-01-14","Man","France",178,"France  Cote d'Ivoire","True","Attack - Left Winger","Attack","right",415,"FC Toulouse","2024-01-08","2027-06-30","","http://www.instagram.com/yanngboho19/",5528,"ND SPORTS MANAGEMENT","","",NA,"","","","","","","","","","2025-06-02",8e+06,2025-06-02
"Yanis Zouaoui",2847,"dz ALG","DF","Le Havre","fr Ligue 1",30,1994,17,9,976,10.8,0,2,2,0,0,0,3,0,0.1,0.1,2.9,3.1,33,32,33,0.18,0.28,2847,"dz ALG","DF,FW","fr Ligue 1",30,1994,10.8,0,5,2,40,0.46,0.18,0,0,28.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1,2847,"dz ALG","DF,FW","fr Ligue 1",30,1994,10.8,408,595,68.6,7484,2710,2,2.9,3.1,-0.9,28,23,14,9,32,2847,"dz ALG","DF,FW","fr Ligue 1",30,1994,10.8,595,421,172,34,1,1,110,89,49,33,15,0,408,2,18,2847,"dz ALG","DF,FW","fr Ligue 1",30,1994,10.8,40,3.69,14,24,1,1,0,0,3,0.28,2847,"dz ALG","DF,FW","fr Ligue 1",30,1994,10.8,20,10,10,8,2,15,73.3,4,15,2,13,8,28,43,0,2847,"dz ALG","DF,FW","fr Ligue 1",30,1994,10.8,725,38,211,301,222,8,725,18,13,72.2,4,22.2,319,2191,1272,33,30,3,18,4,364,33,3498,"dz ALG","DF,FW","fr Ligue 1",30,1994,17,976,57,31.9,10.8,9,85,7,8,26,13,1.06,14,20,-6,-0.55,0.53,16.5,18.7,-2.2,-0.2,2847,"dz ALG","DF,FW","fr Ligue 1",30,1994,10.8,3,0,0,8,13,1,110,8,10,0,0,0,41,7,4,63.6,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691841,"yanis-zouaoui","Yanis Zouaoui (691841)","https://img.a.transfermarkt.technology/portrait/header/691841-1741881750.jpg","","1998-04-28","Marseille","France",183,"France  Algeria","True","Defender - Left-Back","Defender","left",738,"Le Havre AC","2024-07-05","2027-06-30","","",5390,"S.O.M FOOTBALL","","",NA,"","","","","","","","","","2025-06-02",8e+05,2025-06-02
"Yanis Issoufou",1225,"fr FRA","MF","Montpellier","fr Ligue 1",17,2006,4,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,2,2,0,0.07,1225,"fr FRA","MF,FW","fr Ligue 1",17,2006,0.9,0,2,0,0,2.34,0,0,NA,12.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1225,"fr FRA","MF,FW","fr Ligue 1",17,2006,0.9,10,20,50,131,32,0,0,0,0,0,0,1,0,2,1225,"fr FRA","MF,FW","fr Ligue 1",17,2006,0.9,20,19,0,0,0,0,3,0,0,0,0,0,10,1,3,1225,"fr FRA","MF,FW","fr Ligue 1",17,2006,0.9,0,0,0,0,0,0,0,0,0,0,1225,"fr FRA","MF,FW","fr Ligue 1",17,2006,0.9,6,4,4,1,1,5,60,2,1,0,1,0,6,1,0,1225,"fr FRA","MF,FW","fr Ligue 1",17,2006,0.9,28,2,6,11,11,3,28,2,1,50,1,50,16,106,67,3,1,0,1,0,14,2,1514,"fr FRA","MF,FW","fr Ligue 1",17,2006,4,77,19,2.5,0.9,1,26,0,3,17,4,0.75,0,3,-3,-3.51,-1.91,0.6,2.8,-2.2,-2.57,1225,"fr FRA","MF,FW","fr Ligue 1",17,2006,0.9,0,0,0,1,0,0,3,0,4,0,0,0,3,0,1,0,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047104,"yanis-issoufou","Yanis Issoufou (1047104)","https://img.a.transfermarkt.technology/portrait/header/1047104-1700736209.jpg","Yanis Ali Issoufou","2006-10-28","Nîmes","France",182,"France  Niger","True","Attack - Centre-Forward","Attack","left",969,"Montpellier HSC","2025-07-01","2026-06-30","Puma","",NA,"Relatives","","",NA,"","","","","","","","","","2025-06-02",2e+05,2025-06-02
"Yahia Fofana",915,"ci CIV","GK","Angers","fr Ligue 1",23,2000,33,33,2970,33,0,0,0,0,0,0,4,0,0,0,0.1,0.1,0,0,0,0,0,915,"ci CIV","GK","fr Ligue 1",23,2000,33,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,915,"ci CIV","GK","fr Ligue 1",23,2000,33,697,1014,68.7,20260,14214,0,0.1,0,-0.1,1,11,0,0,0,915,"ci CIV","GK","fr Ligue 1",23,2000,33,1014,654,358,97,0,1,0,0,0,0,0,0,697,2,0,915,"ci CIV","GK","fr Ligue 1",23,2000,33,4,0.12,3,1,0,0,0,0,0,0,915,"ci CIV","GK","fr Ligue 1",23,2000,33,0,0,0,0,0,2,0,2,0,0,0,1,1,25,2,915,"ci CIV","GK","fr Ligue 1",23,2000,33,1110,981,1104,6,0,0,1110,2,2,100,0,0,555,3389,2288,0,0,0,0,0,366,0,1132,"ci CIV","GK","fr Ligue 1",23,2000,33,2970,90,97.1,33,33,90,33,0,NA,1,1.09,32,51,-19,-0.58,1.42,35.6,53.9,-18.3,-0.56,915,"ci CIV","GK","fr Ligue 1",23,2000,33,4,0,0,0,11,0,0,1,0,0,0,0,36,6,3,66.7,52,"ci CIV","GK","fr Ligue 1",23,2000,33,33,2970,33,51,1.55,186,135,74.2,10,6,17,7,21.2,4,3,0,1,52,"ci CIV","GK","fr Ligue 1",23,2000,33,51,3,0,7,0,63.5,0.34,12.5,0.38,144,435,33.1,751,180,38.6,35.8,531,48,9,20,0.61,10.7,418651,"yahia-fofana","Yahia Fofana (418651)","https://img.a.transfermarkt.technology/portrait/header/418651-1750955274.png","","2000-08-21","Paris","Cote d'Ivoire",194,"Cote d'Ivoire  France","True","Goalkeeper","Goalkeeper","right",126,"Caykur Rizespor","2025-09-02","2028-06-30","","http://www.instagram.com/yahia.fofana_/",14703,"Elite 19 sports ...","","",NA,"","","","","","","","","","2025-06-02",7e+06,2025-06-02
"Willian Pacho",2020,"ec ECU","DF","Paris S-G","fr Ligue 1",22,2001,28,23,2132,23.7,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,3,53,1,0.04,0.02,2020,"ec ECU","DF","fr Ligue 1",22,2001,23.7,0,4,1,25,0.17,0.04,0,0,8.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,2020,"ec ECU","DF","fr Ligue 1",22,2001,23.7,1865,1968,94.8,33030,9702,1,0.3,0.4,0.7,3,69,1,0,53,2020,"ec ECU","DF","fr Ligue 1",22,2001,23.7,1968,1920,46,27,0,3,0,11,0,0,0,0,1865,2,7,2020,"ec ECU","DF","fr Ligue 1",22,2001,23.7,13,0.55,11,0,0,1,0,1,3,0.13,2020,"ec ECU","DF","fr Ligue 1",22,2001,23.7,56,32,34,22,0,32,71.9,9,35,22,13,40,96,91,1,2020,"ec ECU","DF","fr Ligue 1",22,2001,23.7,2223,244,921,1269,43,8,2223,7,2,28.6,4,57.1,1399,5986,2592,3,3,0,15,4,1697,1,2493,"ec ECU","DF","fr Ligue 1",22,2001,28,2132,76,69.7,23.7,23,86,20,5,29,3,2.46,64,25,39,1.65,-0.1,64.2,22.2,42,1.77,2020,"ec ECU","DF","fr Ligue 1",22,2001,23.7,2,0,0,20,7,0,0,40,32,0,0,0,119,29,26,52.7,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661171,"willian-pacho","Willian Pacho (661171)","https://img.a.transfermarkt.technology/portrait/header/661171-1696508666.jpg","Willian Joel Pacho Tenorio","2001-10-16","Quinindé","Ecuador",187,"Ecuador","False","Defender - Centre-Back","Defender","left",583,"Paris Saint-Germain","2024-08-09","2029-06-30","Nike","http://www.instagram.com/pachowillian/",7244,"Kancha Agency","","",NA,"","","","","","","","","","2025-06-02",6.5e+07,2025-06-02
"Wilfried Zaha",2809,"ci CIV","FW","Lyon","fr Ligue 1",31,1992,4,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,9,0,0.07,2809,"ci CIV","FW","fr Ligue 1",31,1992,0.8,0,1,1,100,1.23,1.23,0,0,17.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2809,"ci CIV","FW","fr Ligue 1",31,1992,0.8,28,32,87.5,388,49,0,0,0,0,0,0,0,0,1,2809,"ci CIV","FW","fr Ligue 1",31,1992,0.8,32,31,1,1,0,0,0,0,0,0,0,0,28,0,2,2809,"ci CIV","FW","fr Ligue 1",31,1992,0.8,0,0,0,0,0,0,0,0,0,0,2809,"ci CIV","FW","fr Ligue 1",31,1992,0.8,1,1,1,0,0,2,50,1,3,0,3,1,2,0,0,2809,"ci CIV","FW","fr Ligue 1",31,1992,0.8,49,0,2,22,26,4,49,5,3,60,2,40,30,100,23,1,0,1,2,6,39,9,3455,"ci CIV","FW","fr Ligue 1",31,1992,4,73,18,2.4,0.8,1,52,0,3,7,3,2.5,1,1,0,0,-0.57,0.4,1.2,-0.8,-1.02,2809,"ci CIV","FW","fr Ligue 1",31,1992,0.8,0,0,0,2,2,0,0,1,1,0,0,0,2,0,0,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145988,"wilfried-zaha","Wilfried Zaha (145988)","https://img.a.transfermarkt.technology/portrait/header/145988-1740594561.jpg","Dazet Wilfried Armel Zaha","1992-11-10","Abidjan","Cote d'Ivoire",180,"Cote d'Ivoire  England","True","Attack - Left Winger","Attack","right",78435,"Charlotte FC","2025-01-31","2026-06-30","","http://www.instagram.com/wilfriedzaha/",NA,"","","2025-06-01",141,"Galatasaray","2026-06-30","","","","","","","","2025-06-04",5e+06,2025-06-04
"Wilfried Singo",2433,"ci CIV","DF","Monaco","fr Ligue 1",23,2000,27,23,2096,23.3,1,2,3,1,0,0,4,0,1.9,1.9,1.5,3.4,35,118,27,0.13,0.14,2433,"ci CIV","DF","fr Ligue 1",23,2000,23.3,1,17,5,29.4,0.73,0.21,0.06,0.2,10.8,0,0,0,1.9,1.9,0.11,-0.9,-0.9,2433,"ci CIV","DF","fr Ligue 1",23,2000,23.3,1252,1452,86.2,23389,7968,2,1.5,1.5,0.5,7,102,11,1,118,2433,"ci CIV","DF","fr Ligue 1",23,2000,23.3,1452,1346,100,64,1,10,10,36,0,0,0,0,1252,6,8,2433,"ci CIV","DF","fr Ligue 1",23,2000,23.3,19,0.82,14,1,0,2,0,2,2,0.09,2433,"ci CIV","DF","fr Ligue 1",23,2000,23.3,37,23,24,10,3,28,71.4,8,17,9,8,43,80,110,2,2433,"ci CIV","DF","fr Ligue 1",23,2000,23.3,1703,141,637,965,125,29,1703,13,6,46.2,6,46.2,951,5285,3094,35,22,4,11,7,1091,27,2999,"ci CIV","DF","fr Ligue 1",23,2000,27,2096,78,68.5,23.3,23,90,23,4,7,1,1.7,35,29,6,0.26,-1.24,44.1,21.9,22.1,0.95,2433,"ci CIV","DF","fr Ligue 1",23,2000,23.3,4,0,0,36,34,3,10,43,23,0,0,0,138,51,29,63.8,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648779,"wilfried-singo","Wilfried Singo (648779)","https://img.a.transfermarkt.technology/portrait/header/648779-1737490058.jpg","Wilfried Stephane Singo","2000-12-25","Grand-Béréby","Cote d'Ivoire",190,"Cote d'Ivoire","False","Defender - Right-Back","Defender","right",141,"Galatasaray","2025-08-28","2030-06-30","","http://www.instagram.com/stephane_singo/",2524,"Maxime Nana","","",NA,"","","","","","","","","","2025-06-02",2.5e+07,2025-06-02
"Wesley Saïd",2298,"fr FRA","FW","Lens","fr Ligue 1",29,1995,24,11,905,10.1,3,0,3,3,0,0,4,0,3.2,3.2,1,4.2,16,24,53,0.3,0.42,2298,"fr FRA","FW","fr Ligue 1",29,1995,10.1,3,17,7,41.2,1.69,0.7,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2,2298,"fr FRA","FW","fr Ligue 1",29,1995,10.1,193,248,77.8,2430,495,0,1,1,-1,9,11,12,0,24,2298,"fr FRA","FW","fr Ligue 1",29,1995,10.1,248,227,20,2,2,1,8,2,0,0,0,0,193,1,3,2298,"fr FRA","FW","fr Ligue 1",29,1995,10.1,27,2.69,18,0,5,1,2,1,0,0,2298,"fr FRA","FW","fr Ligue 1",29,1995,10.1,16,11,3,10,3,13,46.2,7,6,0,6,2,18,2,0,2298,"fr FRA","FW","fr Ligue 1",29,1995,10.1,325,3,21,151,156,41,325,19,9,47.4,10,52.6,185,884,419,16,10,8,18,9,239,53,2835,"fr FRA","FW","fr Ligue 1",29,1995,24,905,38,29.6,10.1,11,67,0,13,13,2,1.5,11,11,0,0,-0.13,12.5,14.4,-1.9,-0.19,2298,"fr FRA","FW","fr Ligue 1",29,1995,10.1,4,0,0,22,4,7,8,2,11,0,0,0,17,10,16,38.5,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182916,"wesley-said","Wesley Saïd (182916)","https://img.a.transfermarkt.technology/portrait/header/182916-1593971458.jpg","","1995-04-19","Noisy-le-Grand","France",171,"France  Comoros","True","Attack - Centre-Forward","Attack","right",826,"RC Lens","2021-07-01","2026-06-30","","http://www.instagram.com/wesleysaid/",440,"Wasserman","","2023-01-17",NA,"","","","","","","","","","2025-06-02",3e+06,2025-06-02
